Id,Fen,Moves,Rating,RatingDeviation
0aOk6,1r4k1/2p2ppp/4p3/8/2P2P2/1B6/5PPP/R4K2 b - - 0 27,b8b3 a1a8 b3b8 a8b8,600,103
0aQ2t,6k1/6p1/p5Pp/8/3pPr2/6K1/r7/2R5 b - - 2 34,f4e4 c1c8 e4e8 c8e8,600,85
0axPE,2r2rk1/4pp1p/6pb/p3P3/Qp1qB3/5P2/PP2RP1P/1K1R4 w - - 4 23,d1d4 c8c1,600,100
0bbe5,rn2kb1r/ppp1pppp/5n2/3B4/8/1P6/P1PP1PPP/RNBbK2R w KQkq - 0 7,e1d1 f6d5,600,108
0bcAv,r6k/p5rp/7R/4p3/4P3/N1pP4/nP2K3/7R w - - 0 27,h6h7 g7h7 h1h7 h8h7,600,97
0by6z,2rR4/1rP2kpp/p4p2/2R1p3/b7/6B1/5PPP/6K1 w - - 2 33,d8c8 b7b1 c5c1 b1c1,600,108
0cpQL,4k3/6pp/3P4/5p2/r3p3/8/5PPP/3R3K w - - 1 35,d1d5 a4a1 d5d1 a1d1,600,92
0czGw,8/2RK4/pk1P2pp/1p6/8/7P/P2r2P1/8 w - - 3 39,d7d8 d2d6,600,110
0di4f,3r4/6k1/2p4p/1p4p1/4p3/1PP5/P4PPP/4R1K1 w - - 0 28,e1e4 d8d1 e4e1 d1e1,600,107
0djMz,2r3k1/1bq1p1rp/p4pp1/1p1Pp3/1Q2P3/P2n2NP/1PP2PP1/2KRR3 w - - 7 29,d1d3 c7c2,600,107
0dl6I,7k/6pp/2q5/8/8/4Q2P/6P1/6K1 b - - 0 41,c6d6 e3e8 d6f8 e8f8,600,102
0eL9X,4r1k1/p4pp1/1P5p/3p1b2/B2R4/2r5/P4PPP/2R3K1 w - - 0 25,c1c3 e8e1,600,94
0ei8T,2r4k/3bQp1p/1p1p4/3P4/2q1P3/6PP/N1r2PK1/R1R5 b - - 0 31,d7h3 g2h3,600,108
0fHMu,8/3RB1pk/5p1p/4p3/1P2Pb2/7P/r5P1/7K w - - 6 44,e7f6 a2a1 d7d1 a1d1,600,102
0fIiL,3r2k1/2p2pp1/pp6/7Q/3N4/8/PPP2PPP/6K1 w - - 1 24,d4f3 d8d1 f3e1 d1e1,600,104
0fVr0,8/1p4pp/2n5/3k2P1/Pp1p1P2/1P1K1NP1/8/8 w - - 3 42,f3e5 c6e5 f4e5 d5e5,600,86
0fazH,6k1/1r3ppp/4pn2/2pp4/2p5/2P1KP2/R7/8 b - - 0 36,b7b3 a2a8 b3b8 a8b8 f6e8 b8e8,600,94
0fo32,6k1/3nbppp/p2p4/qp1Pp3/4P3/P3BP2/NPr2QPP/6K1 w - - 0 22,f2c2 a5e1,600,137
0gsxK,3r2k1/5ppp/8/8/1p1B3P/5PP1/2R4K/8 b - - 0 38,d8d4 c2c8 d4d8 c8d8,600,108
0h5xW,2k1r3/p1p3pp/8/p7/2B2bP1/5P1P/PPP5/1K1R4 w - - 1 26,d1d4 e8e1 d4d1 e1d1,600,95
0hJRV,4N2k/6np/6p1/8/3Q4/2P5/5PPP/q5K1 w - - 0 36,d4d1 a1d1,600,106
0hurH,2r1r3/p4kp1/4Np2/8/N1p5/8/PPP2PPP/4R1K1 w - - 0 27,e6d4 e8e1,600,111
0iSDz,1k2r3/ppp2qp1/4p2p/8/P7/2PQ4/1P3PPP/3R2K1 b - - 0 23,e6e5 d3d8 e8d8 d1d8,600,93
0j1FG,8/5pbk/5N1p/1P4p1/P7/4Q1PK/2q5/3q4 b - - 1 49,h7h8 e3e8 g7f8 e8f8,600,99
0jFrU,4R3/3r2pk/pp3b1p/2pN4/2b2B2/P7/5PPP/6K1 w - - 0 34,d5b6 d7d1 e8e1 d1e1,600,112
0jJOS,3rr1k1/1p3pp1/p6p/4p3/QP2N1n1/P7/1R2RPPP/3q2K1 w - - 2 27,a4d1 d8d1 e2e1 d1e1,600,106
0k3ZJ,3r2k1/1p1R1ppp/p7/4p3/8/8/PP3PPP/2R3K1 b - - 0 21,d8d7 c1c8 d7d8 c8d8,600,96
0k9Zz,r5k1/1b2bppp/p3p3/1p6/4P3/1Rq1R2Q/B1Pr1PPP/6K1 w - - 0 23,b3c3 d2d1 e3e1 d1e1,600,96
0kIPT,Q4rk1/p2R1ppp/qp2p3/2p5/8/7P/5PP1/3R2K1 b - - 0 27,f8a8 d7d8 a8d8 d1d8,600,100
0kMtc,3Q2k1/6pp/2p2p2/4q3/7P/6P1/5P2/6K1 b - - 7 40,e5e8 d8e8,600,109
0kvDP,4r1k1/p4ppp/1p6/8/1P6/P3BP2/6PP/3R2K1 b - - 0 24,e8e3 d1d8 e3e8 d8e8,600,100
0kx3E,1r4k1/5ppp/8/8/8/4B3/p1R2PPP/6K1 w - - 0 28,c2a2 b8b1 e3c1 b1c1,600,126
0lDs1,6k1/pp2rpp1/3b3p/3pr3/8/PNPq3P/BP3PP1/R2R3K w - - 0 30,d1d3 e5e1 a1e1 e7e1,600,102
0lKiH,8/3rkp2/3rp3/Q7/1P6/p4P2/BbP3PP/2K5 w - - 7 41,c1b1 d6d1,600,102
0lVJR,8/r7/8/4R3/5p1p/5k1P/5P2/5K2 w - - 0 53,e5b5 a7a1 b5b1 a1b1,600,108
0ll7L,4r3/pp3p1p/5kp1/8/3p4/3R1N2/PPP2PPP/1K6 w - - 0 22,f3d4 e8e1 d3d1 e1d1,600,96
0mVd4,r3r1k1/1p3ppp/2pb4/p1np4/P4P2/1P2R1P1/1B2RPBP/6K1 b - - 5 22,f7f5 e3e8 a8e8 e2e8,600,111
0mgCv,3r2k1/b4pp1/p6p/1p6/2p5/5NQ1/P4PPP/1R1r2K1 w - - 1 27,b1d1 d8d1 f3e1 d1e1,600,103
0n6Iz,2b4k/pp1q3p/5p2/8/8/Q5PP/PP3P1K/8 b - - 2 32,a7a6 a3f8,600,92
0nCW9,6k1/p1p3p1/1p2r1Pp/4pb2/2P5/1P6/PKP5/3R4 b - - 5 32,e6e7 d1d8 e7e8 d8e8,600,92
0nTMX,r1bqkb1r/pp3ppp/2n5/3Bp3/8/1Q4P1/PP1PPP1P/R1B1K1NR b KQkq - 0 8,d8d5 b3d5,600,102
0nU8L,3r1bk1/ppp2p2/5Ppp/8/2n1NQ2/1P1r4/P4PPP/q3R1K1 w - - 0 25,e1a1 d3d1 a1d1 d8d1,600,89
0naFF,3r2k1/3R1ppp/4p3/3pP3/rp1P4/N2n4/1PR1NPPP/6K1 b - - 0 25,d8d7 c2c8 d7d8 c8d8,600,84
0ni5G,7b/1p6/8/4p1p1/1k2P1P1/2p1N3/P1K3P1/8 b - - 1 39,h8f6 e3d5 b4c4 d5f6,600,90
0noaG,6k1/5ppp/p7/3r4/4p3/1P6/P4PPP/4R1K1 w - - 0 27,e1e4 d5d1 e4e1 d1e1,600,102
0nq6O,3Q2kb/p2q3p/2b1p1pB/8/2B5/1P5P/P4PP1/6K1 b - - 0 27,d7d8 c4e6,600,108
0o1iE,6k1/4rp1p/p2Q2p1/2p5/1P2PK2/2q2PR1/6PP/8 b - - 1 35,c3e5 d6e5 e7e5 f4e5,600,108
0oYwU,3r3k/8/5pQb/1P2p2p/8/4PNB1/P4PPP/2Rq2K1 w - - 1 27,c1d1 d8d1 f3e1 d1e1,600,86
0oiKA,8/8/2N5/6r1/8/k2p4/p7/K4R2 w - - 0 63,f1f3 g5g1 f3f1 g1f1,600,107
0p8TW,r1bQ2k1/1p3p1p/1q2r1p1/p1p1B3/8/2P1P2P/PP3PP1/R2R2K1 b - - 1 21,b6d8 d1d8 e6e8 d8e8,600,109
0pFey,4r1k1/2p2ppp/b7/p7/5P2/1PN5/Pp1R1KPP/8 b - - 3 24,e8e6 d2d8 e6e8 d8e8,600,99
0pjCU,3q4/p2r1pkp/1pnrbnp1/2p1p1Q1/4P2N/2P3NP/PP2BPP1/R4RK1 w - - 4 19,a1d1 d6d1 f1d1 d7d1,600,103
0prrr,1k2b3/pp5p/3Qp1r1/3p4/q2P4/8/2R4P/7K b - - 7 37,b8a8 d6d8,600,85
0q22k,r2q1rk1/2pn1pp1/pp2p2p/2b1P3/2P2B2/2N2P2/PP1Q1P1P/3R1RK1 b - - 2 17,d7b8 d2d8 f8d8 d1d8,600,112
0qMNt,6k1/5pp1/p4b1p/1p6/2p5/P1P1r2P/1PB2KP1/3R4 b - - 1 26,e3e7 d1d8 e7e8 d8e8,600,106
0qOA7,7k/7p/p3qR1P/1p2p3/4p3/P1Q5/1PP5/1K6 b - - 0 36,e6f6 c3c8 f6f8 c8f8,600,112
0qcZV,8/2P3pk/3R4/8/4R3/6Pp/2r2P1P/6K1 w - - 0 39,e4e7 c2c1 d6d1 c1d1 e7e1 d1e1,600,104
0qlGm,2r4k/6pp/p7/3P4/2Q5/P7/1P3rBP/4R2K b - - 0 30,c8c4 e1e8 f2f8 e8f8,600,99
0qqUj,8/4rk2/P5p1/2p5/2P2P2/1P1r3p/5P1P/3R2K1 w - - 0 43,d1d3 e7e1,600,203
0r2qn,2r3k1/2r2ppp/p3p3/q2p4/8/P2R4/QPPR1PPP/2K5 b - - 5 22,c7c2 d2c2 a5e1 d3d1 c8c2 c1c2,600,112
0rAcz,6k1/5ppp/8/p2rP3/2p2P2/2P1b2P/P2N2PK/1R6 b - - 2 29,e3d2 b1b8 d5d8 b8d8,600,85
0rDpo,6k1/1R3p1p/p4K2/1p6/8/1P5P/r1p3P1/8 b - - 1 37,c2c1q b7b8 c1c8 b8c8,600,99
0rjkU,k7/pp3p2/8/P3B3/1P3P2/5nPp/4r2P/5R1K w - - 3 42,f1f3 e2e1 f3f1 e1f1,600,117
0rp8X,3r3k/p1p3pp/1pB5/8/3P4/7P/3N1rP1/3KR3 b - - 2 39,d8d4 e1e8 f2f8 e8f8,600,101
0rszI,1rrQ2k1/5ppp/6q1/4p3/8/2B1P3/PP1R1PPP/3R2K1 b - - 2 22,c8d8 d2d8 b8d8 d1d8,600,110
0rylV,8/4k3/4r3/p1p3p1/P3N3/3Q2P1/1PP3PP/7K w - - 0 41,e4c5 e6e1 d3f1 e1f1,600,95
0s9b3,r1b1r1k1/pp3ppp/4q3/8/3R1B2/P1P5/2Q2PPP/R5K1 w - - 4 19,a1d1 e6e1 d1e1 e8e1,600,101
0sQs5,8/R7/p1p5/1p3k2/1P4p1/2P3PK/2r4P/8 w - - 0 51,h3h4 c2h2,600,101
0sTfb,5Q1k/6bp/8/3pq3/8/6R1/P4P1P/6RK b - - 0 38,g7f8 g3g8,600,108
0shij,4r1k1/4qpp1/1p3n1p/p7/8/P4N2/1PQ2PPP/3R2K1 w - - 1 29,d1e1 e7e1 f3e1 e8e1,600,89
0szpJ,3r2k1/p1p3pp/2p2p2/2N5/8/1P2N3/P1b2PPP/R1B3K1 w - - 1 21,e3c2 d8d1 c2e1 d1e1,600,106
0tB9i,7k/2r3pp/6n1/R7/4n3/PBB1P1P1/1P4PP/6K1 w - - 1 27,c3d4 c7c1 b3d1 c1d1,600,87
0tRBP,1k1r3r/pbp5/1p6/4pBp1/2P4p/1RP5/P4PPP/4R1K1 w - - 0 26,e1e5 d8d1 e5e1 d1e1,600,98
0tjc0,1r1R2k1/5p1p/6pP/2p1r3/ppP3B1/6n1/PP6/1K1R4 b - - 1 30,b8d8 d1d8 e5e8 d8e8,600,114
0u8Tt,7k/p4rp1/2R4p/8/4B1K1/r1P5/6PP/8 b - - 2 39,a3a4 c6c8 f7f8 c8f8,600,103
0uY9c,2br2k1/pp5p/6p1/2p2p2/2P5/1P2P3/PQBq1PPP/1R4K1 w - - 0 25,b1d1 d2d1 c2d1 d8d1,600,103
0uhrw,3r2k1/5p2/3q2p1/1p6/4Q3/2PR4/PPK2P2/8 b - - 0 33,d6d3 e4d3 d8d3 c2d3,600,106
0ui7J,2Q3k1/4nppp/pq2p3/1r2P3/8/6P1/5P1P/2R2BK1 b - - 1 29,e7c8 c1c8 b6d8 c8d8,600,100
0ukfc,2r1k2r/Q4pp1/8/4p3/4b1p1/8/PP1R1PPP/K1q4R w k - 3 23,h1c1 c8c1,600,107
0vDuz,6k1/1p1rbppp/p7/4R3/8/2r2R2/PP4PP/7K w - - 0 26,f3c3 d7d1 e5e1 d1e1,600,96
0vTXD,6k1/1p3pp1/1q4b1/p3r1N1/6Q1/P2p3P/1P6/2n4K b - - 1 29,b6b2 g4c8 e5e8 c8e8,600,88
0vkDr,r1b3k1/1p3ppp/pn6/2B5/2P1r3/8/PP3PPP/3R1K1R b - - 0 18,b6c4 d1d8 e4e8 d8e8,600,89
0w3g3,2r1R2k/pp4pp/n1pb3q/3p4/3r4/2N4P/PPP1QPP1/5RK1 b - - 1 19,c8e8 e2e8 d6f8 e8f8,600,108
0wH75,r1b4k/3p2pp/2p5/1p2r3/8/1B6/P1P2P1P/4RR1K b - - 1 23,e5f5 e1e8 f5f8 e8f8,600,94
0wOz2,2kr1b1r/p4pp1/2p1b2p/2p1q3/8/2P5/PP3PPP/RNB1R1K1 w - - 0 17,e1e5 d8d1 e5e1 d1e1,600,106
0wP37,5k2/8/6p1/p5Bp/PpRp3P/1P1P1pP1/1r3P2/5K2 w - - 7 47,c4d4 b2b1 g5c1 b1c1,600,109
0whsx,7k/p2R3p/5rpP/8/8/8/PK1p4/2r3R1 b - - 3 36,c1g1 d7d8 f6f8 d8f8,600,98
0xumS,6k1/1p3bp1/p1r5/P7/1P1R4/2BK4/8/8 b - - 5 60,g7g6 d4d8 f7e8 d8e8,600,105
0yfNg,6k1/p4ppp/8/1p6/1Pn5/PKB1r2P/2P5/3R4 b - - 7 27,g7g6 d1d8 e3e8 d8e8,600,113
0ymKe,8/Pr4kp/6p1/5p2/5n2/2R5/5PPP/5K2 w - - 0 36,a7a8q b7b1 c3c1 b1c1,600,89
0yp32,1k1r3r/p2qb3/1p2p2n/4P2p/1P2Q1p1/P3B3/4NPPP/2R2RK1 w - - 1 23,f1d1 d7d1 c1d1 d8d1,600,93
0zaFe,2r2r2/5k2/R3p1p1/1p1pP3/8/8/5PPP/4R1K1 w - - 1 35,e1e3 c8c1 e3e1 c1e1,600,98
0zbgA,8/1P4k1/2p4p/3p1qp1/1P1P1p2/8/3QbPPP/6K1 w - - 0 32,b7b8q f5b1 d2c1 b1c1,600,89
1011i,3r4/1pk4p/p2rp1Rb/8/2B5/5N2/PPP2PPP/1K5R w - - 3 21,g6h6 d6d1 h1d1 d8d1,600,97
10fcl,4r1k1/pp3ppp/2p5/8/8/1P6/P1P1NPPP/2KR4 b - - 0 22,e8e2 d1d8 e2e8 d8e8,600,105
10xWw,1k1r2r1/p1p2ppp/1p2Q3/2b5/2P5/1P5P/PB1R1PP1/3R2K1 b - - 0 22,f7e6 d2d8 g8d8 d1d8,600,96
112XB,8/3r2k1/p5p1/1p2q2p/1P6/P7/5PPP/4R1K1 w - - 0 39,e1e5 d7d1 e5e1 d1e1,600,104
11FIo,6k1/5p1p/6p1/N1B1bp2/8/2P5/br3PPP/4R1K1 w - - 0 29,e1e5 b2b1 e5e1 b1e1,600,102
11OZC,8/1p3kpp/p3pp2/8/3n2N1/1P6/2r2PPP/3R3K w - - 2 25,d1d4 c2c1 d4d1 c1d1,600,107
11P5u,6k1/5pp1/4p2p/3p4/3PnP2/R2B3P/2P3PK/1r6 b - - 2 32,e4f2 a3a8 b1b8 a8b8,600,102
11VYW,3r3k/8/6p1/1p6/4P3/8/PP3qPP/5R1K w - - 0 31,f1f2 d8d1 f2f1 d1f1,600,94
11fer,4rr1k/pQp3b1/3p3p/5P2/5q2/1B6/PP4PP/2n2R1K w - - 0 24,f1f4 e8e1 f4f1 e1f1,600,100
11yPR,4r3/p4R2/6k1/1p4p1/2B5/1PP5/P5PP/7K w - - 0 38,f7a7 e8e1 c4f1 e1f1,600,105
129kM,4r1k1/ppp2pp1/4q2p/8/3P1b2/2N1B3/PPPQ1PPP/4R1K1 w - - 8 22,e3f4 e6e1 d2e1 e8e1,600,95
12BO9,2kr3r/4bp2/p3bp1p/1p5Q/2p5/P1P5/BP2RPPP/3q1RK1 w - - 4 20,f1d1 d8d1 e2e1 d1e1,600,99
12RqP,7k/1B1b2p1/p6p/r7/8/2P5/1P3PPP/4R1K1 w - - 0 32,e1e7 a5a1 e7e1 a1e1,600,86
13cMG,4r1k1/5ppp/p1p5/3p4/P7/2P1P2P/5KP1/1R6 b - - 0 24,e8e4 b1b8 e4e8 b8e8,600,96
13dzI,8/6p1/5k2/4qp2/4PQ2/5K2/8/8 w - - 1 75,f4e5 f6e5 e4f5 e5f5,600,108
13gy3,5rk1/p5bR/4RPP1/3p4/8/2p5/P1P5/2K5 w - - 1 41,f6g7 f8f1 e6e1 f1e1,600,105
13xUc,2kr4/ppp1bppp/2n5/1P2p3/P7/2PqBN2/5PPP/R1Q3K1 b - - 0 18,d3d1 c1d1 d8d1 a1d1,600,108
146Jo,r5k1/pp4pp/2p5/2n3N1/2P5/4R1P1/q4PP1/4R2K b - - 3 25,h7h6 e3e8 a8e8 e1e8,600,114
149PD,4r1k1/5ppb/p6p/1p6/8/5N1P/PP3PP1/2R3K1 b - - 3 26,e8e2 c1c8 e2e8 c8e8,600,98
14ZdG,2kr4/4R3/6R1/8/pp6/8/PP3PPP/6K1 w - - 5 35,g6b6 d8d1 e7e1 d1e1,600,102
153jI,3r4/1p1rkp1p/4pp2/1N6/8/5N2/PPP2RPP/1Kq5 w - - 0 27,b1c1 d7d1,600,85
15u38,4r1k1/5ppp/8/p2R4/4Q3/8/P4KPP/8 b - - 0 31,e8e4 d5d8 e4e8 d8e8,600,93
16Yxd,1k1r4/ppp5/6p1/3Bn2p/8/1P3RK1/P3r2P/8 b - - 3 32,d8d5 f3f8 d5d8 f8d8,600,100
16cDZ,7k/1Q1q2pp/8/2p5/8/2P2P2/4R1PP/5K2 b - - 0 29,d7b7 e2e8,600,88
16ezA,krQ5/p6p/5n2/8/5p2/8/P1P3PP/7K w - - 3 36,c8e6 b8b1 e6e1 b1e1,600,84
16l9r,r5k1/B4ppp/p2Rpn2/1p6/4P3/1P3P2/P4P1P/6K1 b - - 3 25,a8a7 d6d8 f6e8 d8e8,600,96
172Cf,q5k1/5ppp/2Q1p3/3p4/P2P4/4P3/5PPP/1R4K1 b - - 0 30,a8c6 b1b8 c6c8 b8c8,600,109
17H09,8/8/2r4p/8/R2p3P/6k1/8/7K w - - 1 42,a4d4 c6c1 d4d1 c1d1,600,102
17OWz,4r1k1/p1p2ppp/8/2P1P3/8/5pP1/PP3P1P/3R2K1 b - - 0 23,e8e5 d1d8 e5e8 d8e8,600,111
17Zt0,8/6p1/5k1p/5r2/5R2/5K1P/8/8 w - - 3 45,f4f5 f6f5,600,116
17v3n,4Q1k1/pb3p1p/2q3pB/2p5/8/2PP1P1P/PP6/4R1K1 b - - 2 31,c6e8 e1e8,600,106
186DH,2r3k1/6pp/b3pp2/p7/3R4/8/Pr4PP/1R5K w - - 0 32,b1b2 c8c1 d4d1 c1d1,600,88
18EOM,6k1/1bB3p1/4R1pp/2p5/2Pr4/1P6/r4PPP/R5K1 w - - 0 24,a1a2 d4d1 e6e1 d1e1,600,102
18McY,7k/1p4pp/5p2/4p3/4P3/1P1R2Q1/6PP/2q4K w - - 1 33,g3e1 c1e1,600,88
19Q1N,8/7p/p1R1rkp1/1p2b3/5BP1/1P5P/P6K/8 w - - 3 33,c6e6 f6e6 f4e5 e6e5,600,93
19XlW,6k1/R4ppp/5r2/2P5/8/4r2P/6P1/6KR b - - 1 33,e3b3 a7a8 b3b8 a8b8,600,93
1APcK,4R3/p1p3pk/5p1p/2P2P2/1P6/1r6/6PP/3R3K w - - 2 35,d1d7 b3b1 d7d1 b1d1 e8e1 d1e1,600,102
1AvsQ,8/pp2rkpp/8/1Nb5/1P6/8/P1b2PPP/R1B3K1 w - - 0 20,b4c5 e7e1,600,103
1BRyI,r5k1/p4ppp/4p3/3rR3/q7/5Q1P/5PP1/6K1 b - - 0 34,d5e5 f3a8 a4e8 a8e8,600,97
1BUwi,3q4/5Qbk/p5p1/4P3/4KP2/1B5P/P7/8 w - - 0 49,f7g8 d8g8 b3g8 h7g8,600,100
1Bhzr,5k2/3R4/1ppN2p1/p3r1pp/2P5/8/PP4PP/7K w - - 0 27,d6f7 e5e1,600,97
1BiDO,1B6/4k3/PR6/5p2/r7/6p1/6P1/6K1 w - - 0 58,a6a7 a4a1 b6b1 a1b1,600,97
1Bn7k,r5k1/1pp2pp1/4p2p/2P5/3P4/1P1qP3/5PPP/3R2K1 w - - 0 26,d1d3 a8a1 d3d1 a1d1,600,95
1BrgT,4q1k1/6p1/2R3Kp/p4Q2/6P1/1P6/8/8 w - - 5 59,f5f7 e8f7,600,133
1C2Iu,k1Qrr3/pp4p1/8/1q1p4/3P1P2/4n2P/PPR2BP1/2R1K3 b - - 2 31,d8c8 c2c8 e8c8 c1c8,600,95
1C4a4,2r3k1/7p/p3p1p1/1p6/3P1q2/3R2R1/PP3P2/1Kr3Q1 w - - 2 30,g1c1 c8c1,600,109
1CA51,4r1k1/p4ppp/8/8/4R3/8/P4PPP/2R3K1 b - - 0 24,e8e4 c1c8 e4e8 c8e8,600,86
1COnz,1r1Q2k1/2p2ppp/p7/2P2b2/1P2n3/P1q1P2P/5PP1/3R1RK1 b - - 1 24,b8d8 d1d8,600,107
1CR3C,2r3k1/5pp1/1R2p3/3p3p/3Pn3/4PN2/5PPP/6K1 w - - 1 23,b6b2 c8c1 f3e1 c1e1,600,97
1CbXj,5r1k/6pp/pp6/2p5/P3R3/6P1/1PPr1PP1/2R3K1 b - - 2 27,f8f2 e4e8 f2f8 e8f8,600,84
1ClY1,1r5k/2R3pp/5pn1/8/3P4/6P1/1p5P/1K6 b - - 1 43,b8b5 c7c8 g6f8 c8f8,600,97
1Ctwf,r1b2r1k/pp3Qpp/1b6/6B1/4R3/2P5/PP3PPP/R5K1 b - - 0 20,f8f7 e4e8 f7f8 e8f8,600,90
1DQ4v,r1bq1Q1k/ppp3p1/7p/4r3/7n/2PB3P/PP1N2P1/R4RK1 b - - 2 20,d8f8 f1f8,600,109
1DbYZ,2r1Q2k/p5pp/6rq/2B5/1P3n2/P6P/5PPK/1R2R3 b - - 12 33,c8e8 e1e8,600,84
1DuUY,4r1k1/ppp1r1pp/8/5R2/8/2B2n2/PPP2PPP/4R1K1 w - - 1 22,f5f3 e7e1 c3e1 e8e1,600,107
1DwIH,2r4k/6p1/p4p1p/1p6/3P4/8/PP3PPP/3R2K1 w - - 0 35,d1d2 c8c1 d2d1 c1d1,600,108
1EHyw,4r1k1/5ppp/8/1p6/8/2P1R2P/1P4P1/3R3K b - - 0 35,e8e3 d1d8 e3e8 d8e8,600,90
1ELd1,8/3Q4/pp4qk/3p2p1/3P1p2/2P2PB1/P5PP/6K1 w - - 0 41,g3f2 g6b1 f2e1 b1e1,600,106
1Ej81,1rr3k1/p4ppp/4p3/3p4/1P6/P2QRP1B/6PP/R1q4K w - - 1 27,a1c1 c8c1 e3e1 c1e1 d3f1 e1f1,600,97
1Eybp,4q2k/pp4np/3p2p1/3P2B1/8/2P5/PP4PP/5Q1K w - - 0 26,f1f6 e8e1 f6f1 e1f1,600,119
1FEMt,4r3/p1R2ppp/6k1/8/8/1P6/P1P1rPPP/R5K1 w - - 1 22,c7c3 e2e1 a1e1 e8e1,600,105
1FNBk,5rk1/1p2qpb1/p4np1/P4bBp/2NR3Q/1B6/1P2N1PP/7K w - - 1 28,e2g3 e7e1 g3f1 e1f1,600,104
1FU6G,6k1/8/p2R1pK1/1bB1r1pp/4P1n1/2P5/P7/4R3 b - - 3 36,e5c5 d6d8 b5e8 d8e8,600,89
1FWdE,3q2k1/5ppp/p3p3/2p5/8/P1b1PB1P/5PP1/1Q4K1 b - - 0 31,d8a5 b1b8 a5d8 b8d8,600,105
1FXyO,4r1k1/3R1p1p/3p1Pp1/p1p1p3/P1P1P3/2b4P/6PK/8 b - - 6 37,e8e6 d7d8 e6e8 d8e8,600,111
1FkqC,7k/5ppp/8/2p5/6P1/1p1rP2P/2q2PKQ/q7 b - - 0 40,b3b2 h2b8 d3d8 b8d8,600,112
1FojG,4r1k1/p1p1qpp1/3p4/6P1/7R/2Q5/PPP3P1/3K4 w - - 1 27,c3d3 e7e1,600,103
1Fsod,r1b3k1/pp4pp/2p1p3/3pP3/Nn1P1r2/bP4Q1/P1P3PP/1K2RqNR w - - 0 22,e1f1 f4f1 g3e1 f1e1,600,103
1GRyE,2k1r3/2p2R2/p1N5/6R1/1pn5/6P1/PPP5/2K5 w - - 6 35,b2b3 e8e1,600,104
1GXdA,4r1k1/5ppp/8/P2p4/1Qp1r3/2P2q2/1KP5/8 b - - 0 36,e8b8 b4b8 e4e8 b8e8,600,98
1GZYz,4r3/1p2r2p/p1p3k1/6p1/P1P1p3/1Pb2pNP/2P2P1P/3RRK2 w - - 2 40,e1e4 e7e4 g3e4 e8e4,600,84
1HCln,4r2k/pp4pp/1p6/4Q3/1P3p2/8/P4PPP/3R2K1 b - - 0 26,e8e5 d1d8 e5e8 d8e8,600,107
1HRpQ,4r1k1/5ppp/p7/1p6/4Q3/2PR4/PP4PP/7K b - - 0 27,e8e4 d3d8 e4e8 d8e8,600,91
1HZXN,4r1k1/2RR3p/5pp1/pp6/8/5b2/PP3P1P/6K1 w - - 4 29,d7h7 e8e1,600,104
1HhKl,2k5/p1p5/2p1P1Q1/4r3/2Pq4/6Pp/PP5P/3R3K w - - 1 32,d1d4 e5e1,600,106
1I6oH,1r4k1/2Q2ppp/p7/8/5P2/P1P2NPq/2P2R1P/Rr4K1 w - - 1 26,a1b1 b8b1 f3e1 b1e1 f2f1 h3f1,600,90
1IQG1,2kr3r/p1p2ppp/8/8/4q3/8/PP4PP/R1B1Q2K w - - 0 19,e1e4 d8d1 e4e1 d1e1,600,101
1Ib6G,r5k1/ppp2ppp/5q2/n7/4Q1b1/2p2N2/P4PPP/1R2R1K1 b - - 0 19,g4f5 e4e8 a8e8 e1e8,600,106
1IfVc,2k1r3/p1p1r3/2p3p1/2Np1bPp/1R6/5P2/PPPKP3/4R3 b - - 8 27,e7e2 e1e2 e8e2 d2e2,600,104
1Iw3x,1r4k1/p4p1p/4p1p1/3p4/8/2q1P3/PP3PPP/1Q4K1 w - - 0 22,b2c3 b8b1,600,105
1J7S7,r6k/1p3ppp/2p5/2B1rn2/1P2p3/7P/2P2PP1/3R1RK1 b - - 0 24,a8a3 d1d8 e5e8 d8e8,600,85
1JCo1,8/p4k1p/2p1r1p1/3P1p2/5P2/1B4P1/PP3K1P/8 b - - 0 27,c6d5 b3d5 f7f6 d5e6,600,84
1JRiK,7k/1pp3p1/2np3p/4p3/1P6/r1P1q1P1/5R1P/1B3R1K b - - 2 30,a3a8 f2f8 a8f8 f1f8,600,102
1JUhj,2Q4k/5pqp/8/3p4/1p6/1P6/6PP/b6K b - - 0 30,g7f8 c8f8,600,103
1JZpk,r5k1/8/4R2p/3p4/3N2p1/1Pp5/5PPP/1N4K1 w - - 1 31,b1c3 a8a1 c3b1 a1b1 e6e1 b1e1,600,105
1Jxwp,3r4/3q1pkn/p2r4/1pp1p1P1/4P3/P5R1/1PBQ1PP1/3R2K1 w - - 0 34,d2e2 d6d1 c2d1 d7d1,600,98
1K0uo,3r2k1/p4ppp/1n1r1q2/8/4R3/5N2/1PQ2PPP/4R1K1 b - - 1 26,h7h6 e4e8 d8e8 e1e8,600,100
1KAL2,5r1k/R5pp/1p6/4nP2/8/2P3PP/P7/7K b - - 0 32,f8f5 a7a8 f5f8 a8f8,600,111
1KCSx,4r3/pR4pk/1n5p/3p1q2/8/8/PP4PP/5R1K w - - 0 39,f1f5 e8e1 f5f1 e1f1,600,95
1KTk8,r3Q1k1/p1q2ppp/1p6/2p5/8/PP1P1Pbb/1B3P2/1R2R1K1 b - - 1 21,a8e8 e1e8,600,105
